created_at,id_str,source,text,in_reply_to_status_id_str,user.id_str,user.created_at,user.name,user.screen_name,user.description,user.location,user.verified,user.followers_count,user.friends_count,user.statuses_count,user.listed_count,user.favourites_count,retweet_count,favorite_count,favorited,retweeted,lang,coordinates,keyword,source
2023-03-04 12:43:12,1631998726599237632,wiadomosci.com,Kolejny sędzia uznaje przepisy Safe-T Act za niekonstytucyjne https://t.co/igU88kOk6y,,3331999137,2015-06-18 02:03:25,Wiadomosci,wiadomosci_com,,,False,1321,51,85222,8,0,0,0,False,False,pl,,Safe-T,twitter
2023-03-04 05:11:44,1631885113431564289,Twitter Web App,@AdamKinzinger Anyone who supported the Safe-T act in Illinois was not looking out for law abiding citizens.,1631830065058127872,1383854702136160261,2021-04-18 18:47:37,Richard E Hagen 🇺🇸,RichardEHagen1,"Live and work in Chicago, trying to make the World a better place.","Chicago, Illinois, USA",False,326,64,12773,13,16872,0,3,False,False,en,,Safe-T,twitter
2023-03-04 05:05:09,1631883457679769600,Twitter Web App,@BrianThornbur12 @tazinbays @FPCAction Same deal with the SAFE-T Act. IL Dems have gerrymandered IL so effectively… https://t.co/sAJNFXqFmq,1631830656081702912,1429347727163502592,2021-08-22 07:40:43,Frogs_Bark,Frogs_Bark,,"Chicago, IL",False,75,139,1578,0,54805,0,2,False,False,en,,Safe-T,twitter
2023-03-04 00:46:59,1631818486870597635,PulpNews,A flurry of filings as SAFE-T Act #fight heads to state Supreme Court - Mar 3 @ 7:43 PM ET https://t.co/1ypfjBGRIk,,100986964,2010-01-01 14:32:20,PulpNews Crime,PulpNews,The Fastest Crime News Updates on the Planet!,USA,False,5471,895,4197627,1003,83,0,0,False,False,en,,Safe-T,twitter
2023-03-04 00:04:22,1631807761536151561,Twitter for iPhone,"@Non_Fudd Sad thing Illinois supreme court might deem it constitutional, might need to go further. Il state supreme… https://t.co/BaPfvRy1VT",1631807284459237378,938591581850005504,2017-12-07 02:10:46,Chris_T,Christie4524,stuck in Illinois. I KNOW the grass is greener…. family/faith/freedom…GoBEARS…,United States,False,330,889,15546,1,16280,0,2,False,False,en,,Safe-T,twitter
2023-03-03 21:47:27,1631773305387589633,Twitter for iPhone,@RobertJPeters And…..? You forgot to mention the Safe-T Act that you supported and a Cook County States Attorney th… https://t.co/2UUccaoD5q,1631318418157699072,1278180001288945664,2020-07-01 04:15:17,Tuffy Farragut III,poindexter_perw,"Short, Fat, Ugly, and Opinionated","Chicago, IL",False,302,801,14050,2,21680,0,2,False,False,en,,Safe-T,twitter
2023-03-03 20:30:54,1631754040269840390,Twitter Web App,"Dometic SeaStar Safe-T Quick Connect Rotary Steering Kit, SS137XX 4JREQIE

https://t.co/YDGua0TRt3",,1584245972267585536,2022-10-23 18:10:57,Marcella.FeilViw,feilviw,,,False,6,1,12348,1,0,0,0,False,False,en,,Safe-T,twitter
2023-03-03 17:13:45,1631704427961675776,Twitter for iPhone,"@grizwald87 Yes

The SAFE-T act requires cameras bu but does not fund them and downstate counties and municipalitie… https://t.co/HbzorqrQlu",1631699328149622784,7155782,2007-06-29 16:47:44,mark safranski,zenpundit,Trying to discern the connections....,Greater Chicago area,False,4595,1419,143624,162,72832,0,1,False,False,en,,Safe-T,twitter
2023-03-03 16:41:34,1631696328416796672,Twitter Web App,"The SAFE-T Act depends on men awaiting trial for violent crime, who may already have an extensive conviction record… https://t.co/elWU4NQtEy",1631695130900963329,268792491,2011-03-19 13:38:31,Man w/o a Plan,MidWestMet,Just pick a dead end and chill out till you die.,Illinois,False,513,832,77218,28,142137,0,1,False,False,en,,Safe-T,twitter
2023-03-03 16:40:35,1631696078197211138,Twitter for iPhone,"The SAFE-T Act covers a lot of disparate issues related to policing, bail, public safety, use of deadly force, ment… https://t.co/gDboJ3ARcY",1631693697480892420,7155782,2007-06-29 16:47:44,mark safranski,zenpundit,Trying to discern the connections....,Greater Chicago area,False,4595,1419,143624,162,72832,0,0,False,False,en,,Safe-T,twitter
2023-03-03 16:36:49,1631695130900963329,Twitter Web App,"While the SAFE-T act is currently on hold in IL, keep in mind plenty of other men, like this week's suspected cop-k… https://t.co/KIQtKzgneE",,268792491,2011-03-19 13:38:31,Man w/o a Plan,MidWestMet,Just pick a dead end and chill out till you die.,Illinois,False,513,832,77218,28,142137,2,11,False,False,en,,Safe-T,twitter
2023-03-03 16:31:07,1631693697480892420,Twitter for iPhone,Listening to an Illinois judge ( Brian McKillip) opine on the implications of Illinois highly controversial SAFE-T… https://t.co/fWmq86cmB1,,7155782,2007-06-29 16:47:44,mark safranski,zenpundit,Trying to discern the connections....,Greater Chicago area,False,4595,1419,143624,162,72832,1,4,False,False,en,,Safe-T,twitter
2023-03-03 16:02:38,1631686527179735041,Twitter for Android,@tiffanylloree @adamcornell72 @GavinNewsom Don't forget IL I think they should be in that same group of worst US go… https://t.co/FZHMt0b2ur,1631584479356817408,7744362,2007-07-26 19:44:40,a1960g,aguerrer,"IT,Tech Support.
Si vis pacem, para bellum.
''The only easy day was yesterday''-US NAVY SEALS.
https://t.co/LV48Bz6GV6",,False,593,1433,34649,0,111371,0,5,False,False,en,,Safe-T,twitter
2023-03-03 15:51:44,1631683784717352961,Twitter Web App,@AJManaseer SAFE-T Act isn’t dead yet. @RobertJPeters and other far Left politicians want more restrictions on poli… https://t.co/y7cD1j5ONI,1631672737981759488,998260558104276992,2018-05-20 17:53:58,Illinois is broke and corrupt,IsIllinois,Illinois is broke and corrupt. Every day it’s politicians work to earn and maintain that reputation.  #corruptpolitics,Illinois ,False,5806,609,84825,22,301210,0,6,False,False,en,,Safe-T,twitter
2023-03-03 14:38:55,1631665462378373123,Twitter Web App,"@CodyLaw1996 @benshapiro Actually, the SAFE-T Act was Gov. Pritzker's idea. He and the DEMS pushed it, but I'm sure… https://t.co/BTtvep3X4p",1631015895081287680,1469338258312249350,2021-12-10 16:10:47,Raymond,Raymond78573468,Retired!!!!!!!!!!! Conservative since 1972. Proud father. Married to my best friend for 46 years.,Illinois,False,198,464,9316,0,34833,0,0,False,False,en,,Safe-T,twitter
2023-03-03 14:08:01,1631657686335909895,Twitter Web App,"And it's no better in IL with the SAFE-T act. No prosecution ""prosecutors"" like Kim Foxx in IL need to be fired and… https://t.co/qgujv9Gvia",,1469338258312249350,2021-12-10 16:10:47,Raymond,Raymond78573468,Retired!!!!!!!!!!! Conservative since 1972. Proud father. Married to my best friend for 46 years.,Illinois,False,198,464,9316,0,34833,0,4,False,False,en,,Safe-T,twitter
2023-03-03 13:11:30,1631643461001654273,Twitter for iPhone,@GovPritzker @Chicago_Police End the safe-t act if you really care.,1631134124080594945,782372308111458304,2016-10-02 00:11:08,Matt Brady,mbrady133,"Chicago southsider. Born, raised, and reside in Chicago.  White Sox/ Bears/ Northwestern.  Avid golfer and skier. Conservative.","Chicago, IL",False,20,268,699,0,993,0,0,False,False,en,,Safe-T,twitter
2023-03-03 12:32:00,1631633520555704320,Twitter for Android,"@RobertJPeters People don't want the SAFE-T Act.
Robert Peters is the sponsor of said act?
Why does he so badly wan… https://t.co/NDKVBh0w01",1631495530214834179,1114958594057875456,2019-04-07 18:30:18,Streeterville Chic,StreetervilleC,,"Chicago, IL",False,741,799,15638,3,142682,0,1,False,False,en,,Safe-T,twitter
2023-03-03 11:18:02,1631614906037571584,dlvr.it,A flurry of filings on both sides as SAFE-T Act fight heads to state Supreme Court this month https://t.co/1Ui1tIRRqO,,8960722,2007-09-18 22:09:06,Daily Herald,dailyherald,"The Daily Herald covers Chicago suburbs. Big Picture. Local Focus.
https://t.co/qQ07Celfan
https://t.co/QdptKVCQeD
https://t.co/vVv9YZTdQI",Chicago Suburbs,False,48567,511,285512,1277,13685,0,0,False,False,en,,Safe-T,twitter
2023-03-03 03:33:05,1631497898054627328,Twitter for Android,Yes let's all hear from the guy who champions for the Safe-T Act and wants to Defund the police.… https://t.co/HPNVmTB67R,,1522064212641853442,2022-05-05 04:02:56,Purplehip312🟣🦛,Purplehip312,Chicago Meme machine and Fixer.,,False,1083,271,6812,5,11140,1,11,False,False,en,,Safe-T,twitter
2023-03-03 02:32:37,1631482680167768064,Twitter Web App,@EnworbJas @RobertJPeters It's their fault so @RobertJPeters can feel good about the Safe-t act he rammed down the… https://t.co/yKi0ySpvw1,1631397145398984706,907775804834230272,2017-09-13 01:19:52,P.O. Potatoes,PO_Potatoes,"Former Chicago cop, now I fight crime elsewhere | 
Looking for new perspective | 
Just here to give perspective and build bridges | 
R/Ts are not endorsements","Was Chicago, IL",False,11939,610,27690,144,30499,0,23,False,False,en,,Safe-T,twitter
2023-03-03 02:30:35,1631482171662692352,Twitter for iPhone,@RobertJPeters You are truly vile acting’s if you care . You who authored the criminals law SAFE-T act . You stand… https://t.co/lbkQYMKTj6,1631318418157699072,1113444107639246853,2019-04-03 14:12:16,Patrick Fitzmaurice,PatrickFitzmau2,,,False,662,670,20344,6,6497,1,20,False,False,en,,Safe-T,twitter
2023-03-02 23:56:59,1631443517028417537,Twitter for Android,@BuraburaUsagi @men_odins Because the legal system for the entire state of Illinois is governed by Chicago.  Rememb… https://t.co/TU5Rbwe1VA,1631441154318237697,1582197522600235008,2022-10-18 02:31:08,Pancake Shill,thetwittddler,,United States,False,284,412,4263,0,8664,0,0,False,False,en,,Safe-T,twitter
2023-03-02 19:42:32,1631379482631184386,Twitter for Android,@ChristineMRobin @Brandon4Chicago @TheRevAl You should be talking to the prosecutors who neglected to hold the susp… https://t.co/mlc61MGW0N,1631365967509848064,1947548809,2013-10-08 17:34:03,Keith M. Judge,optimist_press,Owner/Operator at https://t.co/YS8Mi62zjt Newsletter: https://t.co/uCAo41Gsyc Linktree: https://t.co/wOMghuqojW,"Chicago, IL",False,338,1002,56971,2,44235,1,0,False,False,en,,Safe-T,twitter
2023-03-02 19:23:02,1631374573907202057,Twitter for Android,@GovPritzker hates the police just look at his Safe-T Act. https://t.co/3WiOT8IvbO,,1522064212641853442,2022-05-05 04:02:56,Purplehip312🟣🦛,Purplehip312,Chicago Meme machine and Fixer.,,False,1083,271,6812,5,11140,0,0,False,False,en,,Safe-T,twitter
2023-03-02 18:29:02,1631360982940278795,Twitter for iPhone,@RobertJPeters Your SAFE-T Act allows criminals on electronic monitoring to go AWOL for 48 hours so they can commit… https://t.co/KvUVRxof93,1631318418157699072,1483897038706286601,2022-01-19 20:20:15,Forgotten Voter,Cura_Ut_Valeas1,Lawyer. Sane Democrat. Cura ut valeas = take care of yourself,,False,46,115,3888,2,11868,3,88,False,False,en,,Safe-T,twitter
2023-03-02 17:30:00,1631346127890153474,Twitter Web App,"Register for @IMLLeague 2023 Spring Municipal Attorneys Seminar.
✔️The SAFE-T Act &amp; Its Impact on Municipalities
✔️… https://t.co/aYK1s4Bwfg",,3202554148,2015-04-24 23:14:13,IML,IMLLeague,"IML is the statewide organization representing communities throughout Illinois. Since 1913, IML has worked for the benefit of all 1,295 Illinois municipalities.","Springfield, IL",False,1446,2396,3028,36,987,0,0,False,False,en,,Safe-T,twitter
2023-03-02 16:59:54,1631338554256138240,Twitter for Android,"@tkyocum @OldArmyNurse4 @GovPritzker @Chicago_Police ""Safe-T"" Act will only fuel bad actors like this committing more violent crimes.",1631178426974347267,1499549675736780801,2022-03-04 00:58:51,Hammerman,StevenH54569469,"Moderate Conservative,
Healthcare Provider,
Former Army Reservist",USA,False,70,97,470,0,2730,0,2,False,False,en,,Safe-T,twitter
2023-03-02 16:26:28,1631330139681193985,Twitter Web App,@OfficerPorkChop @GovPritzker A police officer was shot in southern Illinois by a suspect who was arrested for a da… https://t.co/oEsdw6wzD6,1631085486642196483,3305405070,2015-08-03 20:46:25,Freedom of talk user,Antiqucouture,"You know what? The current US government says that I am not to be trusted.  So, why not have fun?","Illinois, USA",False,37,77,1034,1,1670,0,0,False,False,en,,Safe-T,twitter
2023-03-02 14:12:12,1631296350548639748,Twitter for iPad,"Just wait until the all of the new Safe-T Act provisions kick in…

This cop killer should have been in jail. Now a… https://t.co/dXPJeoDTkp",,18595289,2009-01-04 04:20:01,JayhawkJenn,jayhawkjenn,KU Alum- JD LLM Constitutional Conservative/ 🇺🇸1st / Anti-Communist/ 1A + 2A Absolutist. Our Government & Media puppets are lying to us about EVERYTHING.,Nunya - Cook County IL,False,1054,1846,28919,5,116084,1,5,False,False,en,,Safe-T,twitter
2023-03-02 14:03:22,1631294128804839425,Twitter for iPhone,@AJGenX @GovPritzker @Chicago_Police I don’t think you’ve actually read the text of the safe-t act.,1631146598926372864,756302416065073152,2016-07-22 01:38:42,IndustrialSaltshaker,BulkPepper,,,False,317,4134,10709,5,120622,0,0,False,False,en,,Safe-T,twitter
2023-03-02 08:55:07,1631216553889783809,"Pipedream, Inc","Safe-T, a wallet provider, has teamed up with payments giant Stripe to launch a new developer stack. What innovativ… https://t.co/S7GInZQMUk",,1605556179681288192,2022-12-21 13:30:34,Byte Syze Crypto,bytesyzecrypto,"Crypto news & analysis in byte sized form for the on-the-go investor. 
Follow us for quick and informative updates in the crypto world.",Blockchain,False,211,94,2702,1,143,0,1,False,False,en,,Safe-T,twitter
2023-03-02 04:17:09,1631146598926372864,Twitter for iPhone,@GovPritzker @Chicago_Police You literally passed the SAFE-T act that gives criminals more rights than ever and you… https://t.co/MK0xTrEYgA,1631134124080594945,1533804345409654788,2022-06-06 13:34:01,Allison,AJGenX,The salt and the light. Daughter of the Most High. Queen of Twitter suspensions💁🏻‍♀️,"Chicago, IL",False,494,143,8964,3,9940,2,63,False,False,en,,Safe-T,twitter
2023-03-02 03:31:03,1631134998378979328,Twitter for iPhone,"@GovPritzker @Chicago_Police Yea our hearts mourn, yours does not. How’s that Safe-T act working out? This officer… https://t.co/sbm9DP4avG",1631134124080594945,1260735609511043072,2020-05-14 00:56:20,mcintosh82,mcintosh826,Provide facts and research. Don’t just follow what you hear,,False,3,10,489,0,138,0,15,False,False,en,,Safe-T,twitter
2023-03-01 21:52:01,1631049679520649223,Twitter for Android,@GiannoCaldwell For sure..how can you be considered a candidate when the riots you supported cost the city millions… https://t.co/KDdVuYqc2D,1630977635219013643,1565529098109296643,2022-09-02 02:37:45,Ilook Bolo Man(Yotta-MAGA)🏝,4xSanMiguel,pronouns: Bare Footed Man🦶/Arnisador ⚔/Monkey King🐒/Brown Panther🐆/Spontoon Wielder🛡🗡/Engineer⚙/Scientific Artist👨‍🔬🎨/Pragmatist⚗🧪📊,,False,83,366,3709,1,1340,0,0,False,False,en,,Safe-T,twitter
2023-03-01 21:09:47,1631039049023488007,Twitter for iPhone,@CWBChicago @SaraFeigenholtz we need to tighten up some of these loose ends of the SAFE-T Act . If you are on EM an… https://t.co/hlCMlnYNp5,1630940956911620096,1514087222915604483,2022-04-13 03:46:07,Dan Boland,DanBoland14,,,False,14,19,907,0,313,0,0,False,False,en,,Safe-T,twitter
2023-03-01 19:37:46,1631015895081287680,Twitter for Android,"@benshapiro She was murdering her own city, her SAFE-T Act was treason to Chicago citizens.",1631009304097574915,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,3,False,False,en,,Safe-T,twitter
2023-03-01 18:01:14,1630991598153596931,Twitter for Android,@Dfranci73628088 @RLopez15thWard How about fully prosecuting criminals?  Complete elimination of the SAFE-T Act.  T… https://t.co/pKq0a3gsj2,1630958509352275969,826104224652079108,2017-01-30 16:26:10,Südliche Polizei,SheepdogCPD,"OTJ about 2 decades-Pattern recognition ≠ racism-Demographics verifiable by the FBI*Open your eyes!* 
Kuck Fopa","Chicago, IL",False,118,293,2577,3,2862,1,2,False,False,en,,Safe-T,twitter
2023-03-01 15:42:49,1630956765041893379,Twitter for Android,@benshapiro She was allowing the senseless murder to continue in her city. Look up her SAFE-T Act. She's a disgrace.,1630950511582101506,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,56,False,False,en,,Safe-T,twitter
2023-03-01 15:25:58,1630952527767252992,Twitter Web App,"SECURALL MG309 Medical Gas Cylinder Storage Cabinet, 18-Gauge Steel, 2-Door, Self-Latch, Self-Close Safe-T Door, 46… https://t.co/rywvTtZREs",,1582045559111794689,2022-10-17 16:27:17,Judah_Kozey77UezN,kozey77uezn,,,False,4,1,10393,0,0,0,0,False,False,en,,Safe-T,twitter
2023-03-01 05:23:31,1630800914536710144,Twitter for Android,@brisbois_renee This is different. This is safe-t act bullshit.,1630799502671069185,1443616952992346115,2021-09-30 16:41:32,M1SSING,M1SSINGPERSONS,"There is NO waiting period to report a missing person. As soon as you know a missing child or adult is missing, report it to police. 1st 12-24 hrs are critical.",,False,558,936,9481,5,29274,0,0,False,False,en,,Safe-T,twitter
2023-03-01 03:07:51,1630766773879422979,Twitter for Android,@RobSchneider Look up her Safe-T Act. She failed her city.,1630755473757736960,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,0,False,False,en,,Safe-T,twitter
2023-03-01 01:50:42,1630747356483272705,Twitter for iPhone,"@NightShade1776 @Mudsilll @Kessol @stange_richard @NRA TBF it isn’t the police, it’s the system. Here in Illinois w… https://t.co/3lyIqcJE1x",1630746246850699265,818485691717980161,2017-01-09 15:52:50,TheFlynDutchman 🇺🇸🇳🇱🇺🇸,FlynDutchman466,"100% Dutch, anti-commie, USMC 0331, 2A, Dangerous freedom over peaceful slavery, I Don’t care who you’re blocked by, or your pronouns. I bleed HD orange & black",Chicagoland soon to be TN,False,2642,2901,38560,3,83780,0,4,False,False,en,,Safe-T,twitter
2023-03-01 01:42:25,1630745272060870657,Twitter for Android,"@ChuckCallesto They'll be better off with Paul, Lori's Safe-T act would've ruined Chicago.",1630744147261784065,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,6,False,False,en,,Safe-T,twitter
2023-02-28 21:38:15,1630683825935187970,Twitter Web App,"How the state is planning to defend the SAFE-T Act before the Supreme Court: 

https://t.co/WW8UYGmjcz",,1297007925764993025,2020-08-22 03:09:32,Subscribe at TheIllinoize.com,the_illinoize,The Illinoize cuts through the noise in Illinois politics. Sign up now for the free newsletter written by @pfingstenshow at https://t.co/5VeawurMll.,,False,1279,1181,3739,19,107,1,0,False,False,en,,Safe-T,twitter
2023-02-28 20:15:37,1630663030466813964,Twitter for Android,"@hodgetwins Look up the SAFE-T Act hodgetwins. Once you do, tell me how @chicagosmayor isn't a disgrace to the posi… https://t.co/DOglVGtxwK",1630662070415794198,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,65,False,False,en,,Safe-T,twitter
2023-02-28 18:47:02,1630640739053912088,Twitter for Android,@catturd2 LOOK UP THE SAFE-T ACT @chicagosmayor wants to pass.,1630639831867899908,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,6,False,False,en,,Safe-T,twitter
2023-02-28 17:53:57,1630627377825890315,Twitter for Android,"@ZayPrime1 @Questd1N @AlHolguin4 @dahlyo01 @GuntherEagleman Oh yeah, conservatism doesn't work, but Chicago's mayor… https://t.co/r0AXaFfkZz",1630623383019741184,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,1,False,False,en,,Safe-T,twitter
2023-02-28 17:38:00,1630623365055627290,Twitter for iPhone,@CWBChicago SAFE-T act is working.,1630621602730885120,57297066,2009-07-16 10:22:03,Tan Suit Obama,PUDGE815,Contributor to the death of Natural socializing,"Cook County, IL",False,76,655,4657,0,3306,0,3,False,False,en,,Safe-T,twitter
2023-02-28 16:35:42,1630607685363068928,Twitter for Android,@Will_Tanner_1 Look up the SAFE-T Act @chicagosmayor wants to invoke because she doesn't know how to run a city.,1630607173033111554,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,2,False,False,en,,Safe-T,twitter
2023-02-28 16:15:55,1630602708494295041,Twitter Web App,"Futchoy 12' Boat Rotary Steering System, Marine Steering Cable 3/4"" Tapered Shaft USA, Outboard Steering Kit Marine… https://t.co/jfzszYCSxl",,1582463605379039232,2022-10-18 20:08:31,Drew.ToynNoz,toynnoz,,,False,2,1,5038,0,0,0,0,False,False,en,,Safe-T,twitter
2023-02-28 16:00:01,1630598705236549634,Twitter Web App,"Illinois' Tracy, law enforcement members ""seek major changes"" to Safe-T Act before it takes effect (September 20, 2… https://t.co/OxgqYdUxDt",,1466582596104568832,2021-12-03 01:38:49,Lucas Nava,LucasNava10,21-year-old Mizzou J-School graduate. Former journalist for @CoMissourian. Aspiring fiction author. Follow for writing updates! 🇺🇸🇲🇽🇧🇸#WritingCommunity,"California, USA",False,104,1387,1223,0,90711,2,0,False,False,en,,Safe-T,twitter
2023-02-28 15:49:02,1630595943488802816,Twitter for Android,@JackPosobiec Stuff like this is allowed when you have leaders like @chicagosmayor passing the SAFE-T Act. She's a disgrace to her position.,1630586485601697792,1539645698265817089,2022-06-22 16:25:22,Cody Lawson,CodyLaw1996,"I believe in America, God, and you.",,False,98,54,1496,3,136,0,11,False,False,en,,Safe-T,twitter
2023-02-28 14:45:32,1630579964398432259,Twitter Web App,Illinois Attorney General Kwame Raoul issued his last formal plea to the Illinois Supreme Court before regarding th… https://t.co/QI4HfOVE2c,,26350330,2009-03-24 23:05:32,WBBM Newsradio,WBBMNewsradio,The news that matters to you from local experts and trusted sources. Always live on the free @Audacy app.,"Chicago, IL",True,43482,593,160114,1280,6899,0,0,False,False,en,,Safe-T,twitter
2023-02-28 14:05:48,1630569961612533761,Twitter Web App,Illinois Supreme Court to hear arguments March 14 on SAFE-T Act as attorney general attacks ‘grab bag’ of arguments… https://t.co/7jSjlDu2o7,,114053787,2010-02-13 23:45:46,Jon Seidel,SeidelContent,"Federal Courts Reporter, @Suntimes;
Author, “Second City Sinners” via @Lyons_Press;
Alum, @BSUCCIM and @PostTrib",Chicago,True,7543,1170,16592,265,1030,2,4,False,False,en,,Safe-T,twitter
2023-02-28 11:28:50,1630530462589370368,wiadomosci.com,W marcu Sąd Najwyższy Illinois wysłucha argumentów obrońców i przeciwników SAFE-T Act https://t.co/RYNIQQIttD,,3331999137,2015-06-18 02:03:25,Wiadomosci,wiadomosci_com,,,False,1321,51,85222,8,0,0,0,False,False,pl,,Safe-T,twitter
2023-02-28 06:04:16,1630448781287104515,Twitter for iPad,@PollsnOpinions @lonestarherd @RepJeffries Totally depends what state ur in. SAFE-T ACT in Illinois won’t remove tr… https://t.co/z4PVCLCiiZ,1630386309490438145,1518805008652853248,2022-04-26 04:12:06,Truth Flows.,TruthisEasy2,"American to the core -🇺🇸🇺🇸🇺🇸 Father, Uncles,WWII, Brother Nam. Freedom of Speech is a MUST. STOP WW3, Defund Ukraine. Free State of Florida is Strong.",,False,1594,3447,9821,1,3923,0,2,False,False,en,,Safe-T,twitter
